Epoch	Train loss	Test loss	Test acc
54	1.952625927558312	1.4217119018236797	tensor(69.6200)
55	1.9512135025782462	1.387407871393057	tensor(70.8400)
56	1.9529127643658564	1.4361365070709815	tensor(70.3500)
57	1.9519791019268524	1.4080578577824128	tensor(70.9300)
58	1.950079389107533	1.4103288390697577	tensor(71.4500)
59	1.9464230778889777	1.4074701911363847	tensor(70.1200)
60	1.9453009959978935	1.3956413100927303	tensor(71.2800)
61	1.943858548005422	1.393456396384117	tensor(70.2900)
62	1.945398193750626	1.3898378962125533	tensor(71.8100)
63	1.9479948921081347	1.4147002773407178	tensor(72.3000)
64	1.9437008628478416	1.4196931093167036	tensor(71.2900)
65	1.943011768353291	1.422852451984699	tensor(72.8900)
66	1.9424537909336579	1.3990574097022033	tensor(72.4200)
67	1.9429883993588961	1.395607048120254	tensor(72.9700)
68	1.9420368258769696	1.3883754824980712	tensor(73.5800)
69	1.9373736136998885	1.3716266002410498	tensor(72.5400)
70	1.9382596116799575	1.377708606230907	tensor(72.4900)
71	1.938552967707316	1.389338806653634	tensor(72.9400)
72	1.9383125036190718	1.3767464313751612	tensor(73.4700)
73	1.9373054846739157	1.3852860499651005	tensor(73.3100)
74	1.9377792358398438	1.3768518078021514	tensor(73.0600)
75	1.935718793135423	1.4027057580458813	tensor(73.3800)
76	1.9377288971191797	1.3815395251298561	tensor(72.2800)
77	1.9354689616423386	1.3720011069224431	tensor(74.1200)
78	1.9340785964941367	1.3822081608650012	tensor(73.6100)
79	1.93541982510151	1.3858798054548411	tensor(73.1400)
80	1.9325283961418347	1.3550963432360918	tensor(74.5800)
81	1.933986634780199	1.36537373982943	tensor(73.4000)
82	1.9299110305614962	1.3409180809289982	tensor(74.8600)
83	1.9303136452650413	1.3520763929073627	tensor(74.9900)
84	1.9326944769957126	1.3765247357197297	tensor(73.3200)
85	1.9300651363837413	1.3540788629116156	tensor(73.8400)
86	1.9305021399106734	1.364251237649184	tensor(74.5100)
87	1.932528846997481	1.3696048183318896	tensor(75.8500)
88	1.9335559209187825	1.369586875805488	tensor(73.3300)
89	1.930714385631757	1.3841374210822277	tensor(72.7300)
90	1.9291583935419718	1.3618259277099218	tensor(73.6100)
91	1.9313488599581596	1.3808861879202037	tensor(75.0100)
92	1.9277156184881161	1.3669637502768102	tensor(74.8300)
93	1.927894188807561	1.3744966983795166	tensor(75.0300)
94	1.9300200502077738	1.3620307460809364	tensor(74.6400)
95	1.9288870728932894	1.3591030759689136	tensor(75.2000)
96	1.9246747943071219	1.327273619480622	tensor(76.5400)
97	1.9263946713545383	1.3340663955761836	tensor(74.2700)
98	1.9261413644521663	1.3371446438324757	tensor(75.2200)
99	1.9234622912529187	1.3506365861648169	tensor(75.6500)
100	1.920918737619351	1.3512043540294354	tensor(72.4400)
101	1.9243810329681788	1.3651128854507055	tensor(76.2300)
102	1.9209701956846774	1.3791039509650989	tensor(75.1500)
103	1.9206590985640501	1.3672662270374787	tensor(73.8800)
104	1.9193684241710565	1.3486475883386073	tensor(76.0800)
105	1.9216350200848702	1.3420713100677881	tensor(75.7900)
106	1.9219091843336056	1.324960279159057	tensor(76.7800)
107	1.9219253772344345	1.3491326387111957	tensor(74.4300)
108	1.9217388779689104	1.337016108708504	tensor(75.8000)
109	1.9182927354788168	1.334281033430344	tensor(75.1800)
110	1.9216093552418245	1.3388595902002776	tensor(77.)
111	1.9209460108708112	1.3368022839228313	tensor(77.7200)
112	1.9192858564548003	1.3485902501986577	tensor(75.0700)
113	1.916188548772763	1.3468081981707842	tensor(75.7700)
114	1.9180910486441392	1.3313368956247966	tensor(76.2200)
115	1.9205327654496218	1.3304851712324681	tensor(75.8500)
116	1.9168181052574744	1.312640491204384	tensor(77.3200)
117	1.9162737748561762	1.305026025344164	tensor(77.4300)
118	1.9164410609465379	1.334442532979525	tensor(76.5000)
119	1.915269710161747	1.3316065011880336	tensor(77.9900)
120	1.9157285995972462	1.3067005842159956	tensor(77.0600)
121	1.9141641369232765	1.2990867098172505	tensor(75.3800)
122	1.914998262662154	1.3311843734521132	tensor(76.7500)
123	1.915571989157261	1.339633509134635	tensor(77.5800)
124	1.9159648803564218	1.3225814547294226	tensor(77.6600)
125	1.9150691429773967	1.3441266386936872	tensor(77.5000)
126	1.911846962953225	1.315191285732465	tensor(75.9600)
127	1.9118833541870117	1.3227705160776775	tensor(77.3500)
128	1.9145113018842843	1.3404258474325523	tensor(76.9700)
129	1.9118938519404485	1.3118029771706996	tensor(75.8300)
130	1.9129482214267437	1.2741038080973504	tensor(78.6800)
131	1.9127730158659129	1.3319795926411946	tensor(77.8500)
132	1.9113230338463416	1.3290261335861988	tensor(78.)
133	1.9134492015227293	1.3307936374957745	tensor(76.4700)
134	1.9111789957070962	1.3343268357790434	tensor(77.0600)
135	1.9104863631419646	1.335041568829463	tensor(77.5600)
136	1.9119560657403407	1.3242618854229267	tensor(78.1700)
137	1.9123659341763228	1.3180168683712299	tensor(76.4600)
138	1.9124599860264704	1.2984260672178023	tensor(79.2800)
139	1.9060123798174735	1.3096000078396919	tensor(78.4900)
140	1.9097807856706472	1.3159839801299267	tensor(78.8300)
141	1.9069997573510193	1.3210521707167993	tensor(78.0400)
142	1.9095646197979266	1.303694955813579	tensor(78.8500)
143	1.9099733108129258	1.3525395454504552	tensor(78.1600)
144	1.9110978533060123	1.3310786546804967	tensor(76.6000)
145	1.9069713852344414	1.3200747813933935	tensor(77.8800)
146	1.909212794365027	1.3432184671744323	tensor(75.9900)
147	1.905943666360317	1.3361859077062361	tensor(77.7300)
148	1.909425640717531	1.322358611302498	tensor(78.8500)
149	1.9065424457574502	1.2951464591882167	tensor(79.4600)
150	1.9083052681042598	1.3167462134972596	tensor(77.6800)
151	1.9075715477649982	1.327428481517694	tensor(78.0400)
152	1.9079100569089253	1.3017501617089295	tensor(78.2500)
153	1.9046274224917095	1.2771121309353755	tensor(79.5000)
154	1.9066924064587325	1.3220099226022377	tensor(77.8900)
155	1.9072559371972695	1.3025406492062104	tensor(77.9800)
156	1.9049916597513052	1.3112179377140143	tensor(79.0700)
157	1.904254972629058	1.2995643050242693	tensor(79.0700)
158	1.9041623051349934	1.3374946316083272	tensor(79.0400)
159	1.9050036968329014	1.3278896441826453	tensor(78.0500)
160	1.9057817899263823	1.3185531267753015	tensor(79.1100)
161	1.9074089050292968	1.32292575102586	tensor(79.3000)
162	1.9079346069922813	1.2965249159397223	tensor(79.5900)
163	1.9022045694864713	1.3261654040752313	tensor(79.2200)
164	1.9050741128432445	1.3145794990735176	tensor(78.4500)
165	1.9029002339412004	1.3214342456597548	tensor(79.0800)
166	1.9033734266574567	1.314346655821189	tensor(79.9500)
167	1.9053937756098234	1.2907911646060455	tensor(78.6400)
168	1.9037149083920015	1.2870075855499659	tensor(79.4400)
169	1.9021294749700106	1.2896443253908403	tensor(79.2300)
170	1.9061739530318822	1.2973112540367322	tensor(80.0600)
171	1.9010014885511153	1.3091819393329132	tensor(78.5100)
172	1.899170781710209	1.294904534633343	tensor(78.9100)
173	1.9035916264240558	1.2842158919725664	tensor(79.0500)
174	1.9018721568278778	1.301978649237217	tensor(77.7600)
175	1.9046999503404667	1.2942792223050044	tensor(80.3300)
176	1.9021245898344579	1.2943042791806734	tensor(79.2700)
177	1.9036308001249265	1.282610399600787	tensor(79.6300)
178	1.9014047430111811	1.2881342310171862	tensor(80.4600)
179	1.9020407410768363	1.2914733458787968	tensor(78.7800)
180	1.8981842059355516	1.284155439107846	tensor(79.4000)
181	1.8975892455149919	1.27265526392521	tensor(79.4800)
182	1.8992906876099416	1.3145922407125816	tensor(79.3400)
183	1.8995722911296746	1.304457011895302	tensor(78.9700)
184	1.9001513346647605	1.2720068158247533	tensor(79.6300)
185	1.9025086662708184	1.3004715595489893	tensor(79.4800)
186	1.8999358201638246	1.3065771322983961	tensor(77.9700)
187	1.9032703097050006	1.2890661114301436	tensor(78.9700)
188	1.8988997651980473	1.266122662104093	tensor(78.4800)
189	1.900913326556866	1.2993945739208124	tensor(79.7100)
190	1.9003150258308803	1.3112255671085455	tensor(79.6000)
191	1.8982133379349342	1.2770234988285944	tensor(80.4200)
192	1.8966254344353308	1.295218839095189	tensor(79.9200)
193	1.8972947949018233	1.2971670367778876	tensor(78.6900)
194	1.8964005919603202	1.2840601557340376	tensor(79.3300)
195	1.9002272770955013	1.2792982245102906	tensor(81.3600)
196	1.8984051774709652	1.2875236318661616	tensor(79.4800)
197	1.8977371124120859	1.2788387154921508	tensor(80.9900)
198	1.8955957424946321	1.2922455423917525	tensor(80.7700)
199	1.897697822558574	1.284721119281573	tensor(80.7400)
