Epoch	Train loss	Test loss	Test acc
0	1.7997057746618221	4.605487731786875	tensor(18.2300)
1	1.5262668796074697	5.304613969264886	tensor(19.9700)
2	1.470714377745604	6.084445721063858	tensor(17.4000)
3	1.4421198826569777	5.780429583329421	tensor(16.4400)
4	1.4280601868262657	8.340882503069365	tensor(14.4700)
5	1.412298915019402	9.765105968866592	tensor(15.4800)
6	1.403823135755001	7.882047787690774	tensor(16.8200)
7	1.3958569211837573	7.418643144460825	tensor(18.8300)
8	1.3873592468408438	10.18871973722409	tensor(14.2100)
9	1.3826098579626818	15.052359360914965	tensor(12.5700)
10	1.3776999241266494	15.310978938371708	tensor(13.2600)
11	1.3698412882976043	15.404351882445507	tensor(13.0200)
12	1.363780438594329	17.741076738406452	tensor(12.8200)
13	1.3587628529622005	23.140078520163513	tensor(12.0700)
14	1.3541263369413523	18.65001007226797	tensor(13.8300)
15	1.350225530526577	21.809097290039062	tensor(12.4800)
16	1.3466629850558745	20.390769860683342	tensor(14.2500)
17	1.3407019954461319	25.454021918467987	tensor(12.2700)
18	1.3353209208219479	22.261708724193085	tensor(15.2600)
19	1.3352615396181742	16.51540032411233	tensor(17.7300)
20	1.3282046678738717	19.180694739023846	tensor(14.8200)
